5.000000000000000000e-01,6.510001337464894622e-01,1.872308978697163617e-01,1.000000000000000000e+00
8.858754324217976706e-02,8.320133268765957935e-01,5.409698616851479347e-01,9.616445530527446550e-01
5.291848000935378549e-01,9.616445530527446550e-01,7.870319924226963915e-01,8.524627734530736412e-01
6.322751958422631047e-01,6.853310697755153891e-01,9.628188298907780496e-01,6.760050762575503525e-01
8.546406538029267530e-01,6.018571387251459015e-01,4.135448594964854507e-01,8.983690598376242731e-01
7.288527553342223353e-01,2.509509410547261510e-02,8.319384154630901085e-01,6.202488474412921615e-01
9.628188298907780496e-01,9.468383241375055714e-02,7.306984220502856786e-01,5.578327116181479584e-01
9.909112814267684310e-01,4.056696032165392207e-01,4.891635618475088654e-01,3.602445507171275763e-02
9.999905136743634237e-01,5.313371390925739624e-01,6.386081016071496474e-01,1.094588745611136948e-01
9.897048838006829996e-01,3.990587954214949717e-01,6.370853997626377829e-01,4.075650712703843270e-02
9.604527589724768388e-01,3.051070633536603349e-01,5.042310013878519293e-01,3.544590458059548865e-01
9.133670874128817507e-01,5.808306972453561867e-01,1.261377225071594887e-01,8.509141098080450494e-01
9.250710098871912646e-01,1.322406292366437031e-01,7.364007475020845073e-01,4.360049883745653609e-01
8.374044957513138154e-01,4.013697837942240554e-01,4.198319935983313433e-02,7.005507674663591366e-01
6.863509959954572359e-01,3.602445507171275763e-02,1.541507803403147081e-01,8.610932251660043946e-01
5.918747589082852256e-01,5.263017088992694159e-02,8.867980487860244176e-01,5.802323206991688576e-02
4.938401702323808595e-01,9.198852094602814056e-01,2.210303279049292691e-01,6.832849658033461893e-01
3.960441545911204675e-01,9.562097732981902354e-01,2.303890843057755378e-01,6.460717601159583490e-01
1.203688838329280975e-01,9.819368715031484562e-01,4.806273737698486537e-01,2.720079684475792403e-01
3.387653641653424197e-01,7.447225810268731649e-01,1.149237182865397999e-01,5.524758654634691624e-01
4.400889823440573556e-01,5.024500335877339907e-01,7.490998301316948993e-01,9.025124356477520760e-02
7.982796418105375658e-02,1.282135110100557363e-02,5.058740749386346769e-01,2.938218412630485554e-01
3.988160402910573277e-01,1.930432049327727162e-01,4.119413479860359883e-01,1.632756132160442242e-01
7.956831348697845918e-03,2.854174744019174481e-01,2.452519729353839217e-01,5.642808194215326312e-01
8.537477097364520873e-05,4.016099760589941781e-02,4.857316005910929935e-01,4.822473160885353272e-01
2.737240327445152888e-01,3.738648792118163255e-01,2.910198275566082127e-01,4.576736409023818286e-02
2.842904227610615342e-01,7.005507674663591366e-01,5.749219487803804984e-01,4.419342241186136055e-01
2.832544327525949868e-01,7.863675700402525948e-01,2.475295816360254531e-01,5.835829901947467979e-01
2.288948395087329057e-01,8.610932251660043946e-01,2.353553150547932349e-01,5.215532690431470275e-01
2.315667011779098394e-01,5.560305317206204467e-01,4.706328879831628287e-02,5.015230516827294815e-01
3.193791669064234839e-01,1.549245991500262098e-01,1.595049621179802646e-01,4.846657292096387959e-01
3.344752022615253839e-01,3.325395971789339988e-01,2.991080495613175350e-01,3.078650598946210959e-01
1.584704642889208648e-01,9.998482259889358570e-01,1.483309704414504937e-01,9.993929960971450477e-01
1.787672148844887676e-01,8.451463992168863903e-01,7.145603043863036907e-01,3.718569986335611421e-01
7.829614749174518273e-01,9.420843552026539891e-01,8.550926045198977699e-01,1.146742705196066581e-01
4.057256052665085821e-01,8.839958519153100491e-01,9.715772172356389458e-01,8.349532979498273111e-01
2.760045630080808499e-01,3.754941379204408403e-01,9.992318019837169718e-01,8.804369383866378351e-01
4.090243395031321061e-01,8.520953845198251386e-01,9.502933511503193209e-01,6.255622173258339469e-01
5.711995186951421832e-01,6.777454166501590826e-01,8.322700893539290989e-01,6.538558374696520348e-01
9.995309332034529870e-01,9.399128748674591138e-01,6.632693564200414782e-01,3.424430801406141978e-01
8.667090466975064800e-01,4.846024707219150351e-01,4.692195469330289748e-01,7.883339541879337276e-01
8.910369810262787071e-01,3.019703315613182504e-01,8.244475541714041400e-01,5.105398388987014702e-02
4.906291283215838961e-01,2.568088618649154720e-01,7.814412491260691596e-03,9.166656470099492360e-01
5.602241389228557189e-01,1.517464568667263869e-01,2.641132171797966333e-02,7.752285252381940772e-01
2.314579323570535863e-01,4.963839507273161145e-01,1.147409913063557330e-03,5.338540007023537814e-01
2.680984141433329082e-01,1.483882360041132165e-01,7.826487325092476022e-01,4.299458082931220115e-01
6.748632556031310958e-01,8.166793538260076479e-01,1.940732341754147772e-02,2.169315464927065173e-01
6.709503281569172417e-01,5.326272467137860289e-01,3.459298140049352766e-01,2.040028899915097282e-01
4.655922704856576555e-01,2.109343992289390846e-01,5.369262637374364600e-01,7.528878686493537531e-01
6.725430261978944113e-01,2.806912284999472096e-01,2.485688643689799582e-01,6.218820369115132252e-01
